country,year,sex,age,suicides_no,population
Anguilla,2016,female,25-34 years,0,
Anguilla,2016,female,35-54 years,0,
Anguilla,2016,female,5-14 years,0,
Anguilla,2016,female,55-74 years,0,
Anguilla,2016,female,75+ years,0,
Anguilla,2016,male,15-24 years,0,
Anguilla,2016,male,25-34 years,0,
Anguilla,2016,male,35-54 years,0,
Anguilla,2016,male,5-14 years,0,
Anguilla,2016,male,55-74 years,0,
Anguilla,2016,male,75+ years,0,
Antigua and Barbuda,1983,female,15-24 years,0,7882
Antigua and Barbuda,1983,female,25-34 years,0,6341
Antigua and Barbuda,1983,female,35-54 years,0,6284
Antigua and Barbuda,1983,female,5-14 years,0,8119
Antigua and Barbuda,1983,female,55-74 years,0,3729
Antigua and Barbuda,1983,female,75+ years,0,904
Antigua and Barbuda,1983,male,15-24 years,0,7932
Antigua and Barbuda,1983,male,25-34 years,0,6317
Antigua and Barbuda,1983,male,35-54 years,0,5929
Antigua and Barbuda,1983,male,5-14 years,0,8165
Antigua and Barbuda,1983,male,55-74 years,0,2700
Antigua and Barbuda,1983,male,75+ years,0,389
Antigua and Barbuda,1985,female,15-24 years,0,7709
Antigua and Barbuda,1985,female,25-34 years,0,6344
Antigua and Barbuda,1985,female,35-54 years,0,6173
Antigua and Barbuda,1985,female,5-14 years,0,7339
Antigua and Barbuda,1985,female,55-74 years,0,3778
Antigua and Barbuda,1985,female,75+ years,0,949
Antigua and Barbuda,1985,male,15-24 years,0,7667
Antigua and Barbuda,1985,male,25-34 years,0,6194
Antigua and Barbuda,1985,male,35-54 years,0,5970
Antigua and Barbuda,1985,male,5-14 years,0,7304
Antigua and Barbuda,1985,male,55-74 years,0,2723
Antigua and Barbuda,1985,male,75+ years,0,424
Antigua and Barbuda,1986,female,15-24 years,0,7668
Antigua and Barbuda,1986,female,25-34 years,0,6209
Antigua and Barbuda,1986,female,35-54 years,0,6101
Antigua and Barbuda,1986,female,5-14 years,0,6907
Antigua and Barbuda,1986,female,55-74 years,0,3764
Antigua and Barbuda,1986,female,75+ years,0,1014
Antigua and Barbuda,1986,male,15-24 years,0,7563
Antigua and Barbuda,1986,male,25-34 years,0,6023
Antigua and Barbuda,1986,male,35-54 years,0,5947
Antigua and Barbuda,1986,male,5-14 years,0,6827
Antigua and Barbuda,1986,male,55-74 years,0,2771
Antigua and Barbuda,1986,male,75+ years,0,476
Antigua and Barbuda,1987,female,15-24 years,0,7583
Antigua and Barbuda,1987,female,25-34 years,0,6101
Antigua and Barbuda,1987,female,35-54 years,0,6059
Antigua and Barbuda,1987,female,5-14 years,0,6623
Antigua and Barbuda,1987,female,55-74 years,0,3738
Antigua and Barbuda,1987,female,75+ years,0,1081
Antigua and Barbuda,1987,male,15-24 years,0,7421
Antigua and Barbuda,1987,male,25-34 years,0,5893
Antigua and Barbuda,1987,male,35-54 years,0,5927
Antigua and Barbuda,1987,male,5-14 years,0,6499
Antigua and Barbuda,1987,male,55-74 years,0,2798
Antigua and Barbuda,1987,male,75+ years,0,538
Antigua and Barbuda,1988,female,15-24 years,0,7413
Antigua and Barbuda,1988,female,25-34 years,0,6041
Antigua and Barbuda,1988,female,35-54 years,0,6021
Antigua and Barbuda,1988,female,5-14 years,0,6527
Antigua and Barbuda,1988,female,55-74 years,0,3708
Antigua and Barbuda,1988,female,75+ years,0,1141
Antigua and Barbuda,1988,male,15-24 years,0,7209
Antigua and Barbuda,1988,male,25-34 years,0,5826
Antigua and Barbuda,1988,male,35-54 years,0,5907
Antigua and Barbuda,1988,male,5-14 years,0,6355
Antigua and Barbuda,1988,male,55-74 years,0,2813
Antigua and Barbuda,1988,male,75+ years,0,603
Antigua and Barbuda,1989,female,15-24 years,0,7152
Antigua and Barbuda,1989,female,25-34 years,0,6059
Antigua and Barbuda,1989,female,35-54 years,0,5969
Antigua and Barbuda,1989,female,5-14 years,0,6621
Antigua and Barbuda,1989,female,55-74 years,0,3696
Antigua and Barbuda,1989,female,75+ years,0,1195
Antigua and Barbuda,1989,male,15-24 years,0,6927
Antigua and Barbuda,1989,male,25-34 years,0,5835
Antigua and Barbuda,1989,male,35-54 years,0,5862
Antigua and Barbuda,1989,male,5-14 years,0,6403
Antigua and Barbuda,1989,male,55-74 years,0,2843
Antigua and Barbuda,1989,male,75+ years,0,676
Antigua and Barbuda,1990,female,15-24 years,0,6827
Antigua and Barbuda,1990,female,25-34 years,0,6172
Antigua and Barbuda,1990,female,35-54 years,0,5895
Antigua and Barbuda,1990,female,5-14 years,0,6877
Antigua and Barbuda,1990,female,55-74 years,0,3706
Antigua and Barbuda,1990,female,75+ years,0,1252
Antigua and Barbuda,1990,male,15-24 years,0,6598
Antigua and Barbuda,1990,male,25-34 years,0,5937
Antigua and Barbuda,1990,male,35-54 years,1,5799
Antigua and Barbuda,1990,male,5-14 years,0,6611
Antigua and Barbuda,1990,male,55-74 years,0,2902
Antigua and Barbuda,1990,male,75+ years,0,758
Antigua and Barbuda,1991,female,15-24 years,0,6595
Antigua and Barbuda,1991,female,25-34 years,0,6396
Antigua and Barbuda,1991,female,35-54 years,0,6198
Antigua and Barbuda,1991,female,5-14 years,0,7089
Antigua and Barbuda,1991,female,55-74 years,0,3665
Antigua and Barbuda,1991,female,75+ years,0,1293
Antigua and Barbuda,1991,male,15-24 years,0,6401
Antigua and Barbuda,1991,male,25-34 years,0,6156
Antigua and Barbuda,1991,male,35-54 years,0,6122
Antigua and Barbuda,1991,male,5-14 years,0,6818
Antigua and Barbuda,1991,male,55-74 years,0,2857
Antigua and Barbuda,1991,male,75+ years,0,804
Antigua and Barbuda,1992,female,15-24 years,0,6369
Antigua and Barbuda,1992,female,25-34 years,0,6650
Antigua and Barbuda,1992,female,35-54 years,0,6534
Antigua and Barbuda,1992,female,5-14 years,0,7311
Antigua and Barbuda,1992,female,55-74 years,0,3648
Antigua and Barbuda,1992,female,75+ years,0,1339
Antigua and Barbuda,1992,male,15-24 years,0,6221
Antigua and Barbuda,1992,male,25-34 years,0,6409
Antigua and Barbuda,1992,male,35-54 years,0,6497
Antigua and Barbuda,1992,male,5-14 years,0,7059
Antigua and Barbuda,1992,male,55-74 years,0,2851
Antigua and Barbuda,1992,male,75+ years,0,853
Antigua and Barbuda,1993,female,15-24 years,0,6182
Antigua and Barbuda,1993,female,25-34 years,0,6914
Antigua and Barbuda,1993,female,35-54 years,0,6917
Antigua and Barbuda,1993,female,5-14 years,0,7529
Antigua and Barbuda,1993,female,55-74 years,0,3662
Antigua and Barbuda,1993,female,75+ years,0,1386
Antigua and Barbuda,1993,male,15-24 years,0,6069
Antigua and Barbuda,1993,male,25-34 years,1,6668
Antigua and Barbuda,1993,male,35-54 years,0,6915
Antigua and Barbuda,1993,male,5-14 years,0,7298
Antigua and Barbuda,1993,male,55-74 years,0,2879
Antigua and Barbuda,1993,male,75+ years,0,896
Antigua and Barbuda,1994,female,15-24 years,0,6083
Antigua and Barbuda,1994,female,25-34 years,0,7151
Antigua and Barbuda,1994,female,35-54 years,0,7357
Antigua and Barbuda,1994,female,5-14 years,0,7722
Antigua and Barbuda,1994,female,55-74 years,0,3715
Antigua and Barbuda,1994,female,75+ years,0,1437
Antigua and Barbuda,1994,male,15-24 years,0,5976
Antigua and Barbuda,1994,male,25-34 years,0,6886
Antigua and Barbuda,1994,male,35-54 years,0,7359
Antigua and Barbuda,1994,male,5-14 years,0,7494
Antigua and Barbuda,1994,male,55-74 years,0,2935
Antigua and Barbuda,1994,male,75+ years,0,929
Antigua and Barbuda,1995,female,15-24 years,0,6099
Antigua and Barbuda,1995,female,25-34 years,0,7333
Antigua and Barbuda,1995,female,35-54 years,0,7851
Antigua and Barbuda,1995,female,5-14 years,0,7885
Antigua and Barbuda,1995,female,55-74 years,0,3808
Antigua and Barbuda,1995,female,75+ years,0,1488
Antigua and Barbuda,1995,male,15-24 years,0,5953
Antigua and Barbuda,1995,male,25-34 years,0,7023
Antigua and Barbuda,1995,male,35-54 years,0,7809
Antigua and Barbuda,1995,male,5-14 years,0,7632
Antigua and Barbuda,1995,male,55-74 years,0,3021
Antigua and Barbuda,1995,male,75+ years,0,944
Antigua and Barbuda,1998,female,15-24 years,0,6529
Antigua and Barbuda,1998,female,25-34 years,0,8332
Antigua and Barbuda,1998,female,35-54 years,0,9615
Antigua and Barbuda,1998,female,5-14 years,0,8183
Antigua and Barbuda,1998,female,55-74 years,0,3921
Antigua and Barbuda,1998,female,75+ years,0,1476
Antigua and Barbuda,1998,male,15-24 years,0,5916
Antigua and Barbuda,1998,male,25-34 years,0,7294
Antigua and Barbuda,1998,male,35-54 years,0,9086
Antigua and Barbuda,1998,male,5-14 years,0,7706
Antigua and Barbuda,1998,male,55-74 years,0,3213
Antigua and Barbuda,1998,male,75+ years,0,954
Antigua and Barbuda,1999,female,15-24 years,0,6589
Antigua and Barbuda,1999,female,25-34 years,0,8526
Antigua and Barbuda,1999,female,35-54 years,0,10311
Antigua and Barbuda,1999,female,5-14 years,0,8314
Antigua and Barbuda,1999,female,55-74 years,0,3968
Antigua and Barbuda,1999,female,75+ years,0,1451
Antigua and Barbuda,1999,male,15-24 years,0,5845
Antigua and Barbuda,1999,male,25-34 years,0,7263
Antigua and Barbuda,1999,male,35-54 years,0,9537
Antigua and Barbuda,1999,male,5-14 years,0,7805
Antigua and Barbuda,1999,male,55-74 years,0,3276
Antigua and Barbuda,1999,male,75+ years,0,947
Antigua and Barbuda,2000,female,15-24 years,0,6616
Antigua and Barbuda,2000,female,25-34 years,0,8595
Antigua and Barbuda,2000,female,35-54 years,0,11040
Antigua and Barbuda,2000,female,5-14 years,0,8439
Antigua and Barbuda,2000,female,55-74 years,0,3986
Antigua and Barbuda,2000,female,75+ years,0,1413
Antigua and Barbuda,2000,male,15-24 years,0,5783
Antigua and Barbuda,2000,male,25-34 years,0,7177
Antigua and Barbuda,2000,male,35-54 years,1,10033
Antigua and Barbuda,2000,male,5-14 years,0,7973
Antigua and Barbuda,2000,male,55-74 years,1,3333
Antigua and Barbuda,2000,male,75+ years,0,938
Antigua and Barbuda,2001,female,15-24 years,0,6902
Antigua and Barbuda,2001,female,25-34 years,0,8425
Antigua and Barbuda,2001,female,35-54 years,0,11402
Antigua and Barbuda,2001,female,5-14 years,0,8428
Antigua and Barbuda,2001,female,55-74 years,0,4037
Antigua and Barbuda,2001,female,75+ years,0,1487
Antigua and Barbuda,2001,male,15-24 years,0,6084
Antigua and Barbuda,2001,male,25-34 years,0,7071
Antigua and Barbuda,2001,male,35-54 years,2,10281
Antigua and Barbuda,2001,male,5-14 years,0,7958
Antigua and Barbuda,2001,male,55-74 years,0,3442
Antigua and Barbuda,2001,male,75+ years,0,980
Antigua and Barbuda,2002,female,15-24 years,0,7196
Antigua and Barbuda,2002,female,25-34 years,0,8155
Antigua and Barbuda,2002,female,35-54 years,0,11760
Antigua and Barbuda,2002,female,5-14 years,0,8408
Antigua and Barbuda,2002,female,55-74 years,0,4050
Antigua and Barbuda,2002,female,75+ years,0,1547
Antigua and Barbuda,2002,male,15-24 years,0,6416
Antigua and Barbuda,2002,male,25-34 years,0,6921
Antigua and Barbuda,2002,male,35-54 years,0,10604
Antigua and Barbuda,2002,male,5-14 years,0,7980
Antigua and Barbuda,2002,male,55-74 years,0,3527
Antigua and Barbuda,2002,male,75+ years,0,1024
Antigua and Barbuda,2003,female,15-24 years,0,7454
Antigua and Barbuda,2003,female,25-34 years,0,7831
Antigua and Barbuda,2003,female,35-54 years,0,12129
Antigua and Barbuda,2003,female,5-14 years,0,8423
Antigua and Barbuda,2003,female,55-74 years,0,4054
Antigua and Barbuda,2003,female,75+ years,0,1583
Antigua and Barbuda,2003,male,15-24 years,0,6730
Antigua and Barbuda,2003,male,25-34 years,0,6734
Antigua and Barbuda,2003,male,35-54 years,0,10997
Antigua and Barbuda,2003,male,5-14 years,0,8061
Antigua and Barbuda,2003,male,55-74 years,1,3594
Antigua and Barbuda,2003,male,75+ years,0,1068
Antigua and Barbuda,2004,female,15-24 years,0,7648
Antigua and Barbuda,2004,female,25-34 years,0,7531
Antigua and Barbuda,2004,female,35-54 years,0,12492
Antigua and Barbuda,2004,female,5-14 years,0,8488
Antigua and Barbuda,2004,female,55-74 years,0,4088
Antigua and Barbuda,2004,female,75+ years,0,1590
Antigua and Barbuda,2004,male,15-24 years,0,6968
Antigua and Barbuda,2004,male,25-34 years,0,6556
Antigua and Barbuda,2004,male,35-54 years,1,11406
Antigua and Barbuda,2004,male,5-14 years,0,8196
Antigua and Barbuda,2004,male,55-74 years,1,3665
Antigua and Barbuda,2004,male,75+ years,0,1094
Antigua and Barbuda,2005,female,15-24 years,0,7780
Antigua and Barbuda,2005,female,25-34 years,0,7327
Antigua and Barbuda,2005,female,35-54 years,0,12835
Antigua and Barbuda,2005,female,5-14 years,0,8584
Antigua and Barbuda,2005,female,55-74 years,0,4157
Antigua and Barbuda,2005,female,75+ years,0,1575
Antigua and Barbuda,2005,male,15-24 years,0,7113
Antigua and Barbuda,2005,male,25-34 years,0,6444
Antigua and Barbuda,2005,male,35-54 years,0,11778
Antigua and Barbuda,2005,male,5-14 years,0,8358
Antigua and Barbuda,2005,male,55-74 years,0,3748
Antigua and Barbuda,2005,male,75+ years,0,1110
Antigua and Barbuda,2006,female,15-24 years,0,7902
Antigua and Barbuda,2006,female,25-34 years,0,7098
Antigua and Barbuda,2006,female,35-54 years,0,13374
Antigua and Barbuda,2006,female,5-14 years,0,8571
Antigua and Barbuda,2006,female,55-74 years,0,4256
Antigua and Barbuda,2006,female,75+ years,0,1573
Antigua and Barbuda,2006,male,15-24 years,0,7239
Antigua and Barbuda,2006,male,25-34 years,0,6319
Antigua and Barbuda,2006,male,35-54 years,0,12202
Antigua and Barbuda,2006,male,5-14 years,0,8485
Antigua and Barbuda,2006,male,55-74 years,0,3847
Antigua and Barbuda,2006,male,75+ years,0,1107
Antigua and Barbuda,2007,female,15-24 years,0,8013
Antigua and Barbuda,2007,female,25-34 years,0,6962
Antigua and Barbuda,2007,female,35-54 years,0,13860
Antigua and Barbuda,2007,female,5-14 years,0,8555
Antigua and Barbuda,2007,female,55-74 years,0,4400
Antigua and Barbuda,2007,female,75+ years,0,1568
Antigua and Barbuda,2007,male,15-24 years,0,7330
Antigua and Barbuda,2007,male,25-34 years,0,6267
Antigua and Barbuda,2007,male,35-54 years,1,12530
Antigua and Barbuda,2007,male,5-14 years,0,8564
Antigua and Barbuda,2007,male,55-74 years,0,3988
Antigua and Barbuda,2007,male,75+ years,0,1094
Antigua and Barbuda,2008,female,15-24 years,0,8108
Antigua and Barbuda,2008,female,25-34 years,0,6910
Antigua and Barbuda,2008,female,35-54 years,0,14278
Antigua and Barbuda,2008,female,5-14 years,0,8537
Antigua and Barbuda,2008,female,55-74 years,0,4587
Antigua and Barbuda,2008,female,75+ years,0,1567
Antigua and Barbuda,2008,male,15-24 years,0,7404
Antigua and Barbuda,2008,male,25-34 years,0,6274
Antigua and Barbuda,2008,male,35-54 years,0,12782
Antigua and Barbuda,2008,male,5-14 years,0,8599
Antigua and Barbuda,2008,male,55-74 years,0,4158
Antigua and Barbuda,2008,male,75+ years,0,1069
Antigua and Barbuda,2009,female,15-24 years,0,8199
Antigua and Barbuda,2009,female,25-34 years,0,6917
Antigua and Barbuda,2009,female,35-54 years,0,14629
Antigua and Barbuda,2009,female,5-14 years,0,8514
Antigua and Barbuda,2009,female,55-74 years,0,4793
Antigua and Barbuda,2009,female,75+ years,0,1571
Antigua and Barbuda,2009,male,15-24 years,0,7489
Antigua and Barbuda,2009,male,25-34 years,0,6325
Antigua and Barbuda,2009,male,35-54 years,0,12978
Antigua and Barbuda,2009,male,5-14 years,0,8599
Antigua and Barbuda,2009,male,55-74 years,0,4349
Antigua and Barbuda,2009,male,75+ years,0,1042
Antigua and Barbuda,2012,female,15-24 years,0,8435
Antigua and Barbuda,2012,female,25-34 years,0,7215
Antigua and Barbuda,2012,female,35-54 years,0,15193
Antigua and Barbuda,2012,female,5-14 years,0,8401
Antigua and Barbuda,2012,female,55-74 years,0,5512
Antigua and Barbuda,2012,female,75+ years,0,1625
Antigua and Barbuda,2012,male,15-24 years,0,7893
Antigua and Barbuda,2012,male,25-34 years,0,6629
Antigua and Barbuda,2012,male,35-54 years,0,13280
Antigua and Barbuda,2012,male,5-14 years,0,8475
Antigua and Barbuda,2012,male,55-74 years,0,4994
Antigua and Barbuda,2012,male,75+ years,0,1051
Antigua and Barbuda,2013,female,15-24 years,0,8494
Antigua and Barbuda,2013,female,25-34 years,0,7397
Antigua and Barbuda,2013,female,35-54 years,0,15236
Antigua and Barbuda,2013,female,5-14 years,0,8353
Antigua and Barbuda,2013,female,55-74 years,0,5787
Antigua and Barbuda,2013,female,75+ years,0,1652
Antigua and Barbuda,2013,male,15-24 years,0,8061
Antigua and Barbuda,2013,male,25-34 years,0,6782
Antigua and Barbuda,2013,male,35-54 years,0,13302
Antigua and Barbuda,2013,male,5-14 years,0,8405
Antigua and Barbuda,2013,male,55-74 years,0,5238
Antigua and Barbuda,2013,male,75+ years,0,1072
Antigua and Barbuda,2014,female,15-24 years,0,8537
Antigua and Barbuda,2014,female,25-34 years,0,7578
Antigua and Barbuda,2014,female,35-54 years,0,15273
Antigua and Barbuda,2014,female,5-14 years,0,8296
Antigua and Barbuda,2014,female,55-74 years,0,6085
Antigua and Barbuda,2014,female,75+ years,0,1686
Antigua and Barbuda,2014,male,15-24 years,0,8208
Antigua and Barbuda,2014,male,25-34 years,0,6928
Antigua and Barbuda,2014,male,35-54 years,0,13325
Antigua and Barbuda,2014,male,5-14 years,0,8335
Antigua and Barbuda,2014,male,55-74 years,0,5503
Antigua and Barbuda,2014,male,75+ years,0,1083
Antigua and Barbuda,2015,female,15-24 years,0,8561
Antigua and Barbuda,2015,female,25-34 years,0,7740
Antigua and Barbuda,2015,female,35-54 years,0,15323
Antigua and Barbuda,2015,female,5-14 years,0,8239
Antigua and Barbuda,2015,female,55-74 years,1,6403
Antigua and Barbuda,2015,female,75+ years,0,1724
Antigua and Barbuda,2015,male,15-24 years,0,8331
Antigua and Barbuda,2015,male,25-34 years,0,7059
Antigua and Barbuda,2015,male,35-54 years,0,13370
Antigua and Barbuda,2015,male,5-14 years,0,8268
Antigua and Barbuda,2015,male,55-74 years,0,5784
Antigua and Barbuda,2015,male,75+ years,0,1087
Argentina,1979,female,15-24 years,105,2343000
Argentina,1979,female,25-34 years,95,1951000
Argentina,1979,female,35-54 years,136,3295000
Argentina,1979,female,5-14 years,15,2517000
Argentina,1979,female,55-74 years,124,2026000
Argentina,1979,female,75+ years,33,400000
Argentina,1979,male,15-24 years,141,2415000
Argentina,1979,male,25-34 years,187,1993000
Argentina,1979,male,35-54 years,421,3299000
Argentina,1979,male,5-14 years,12,2598000
Argentina,1979,male,55-74 years,395,1852000
Argentina,1979,male,75+ years,138,297000
Argentina,1980,female,15-24 years,111,2286800
Argentina,1980,female,25-34 years,90,2066500
Argentina,1980,female,35-54 years,144,3148900
Argentina,1980,female,5-14 years,18,2592500
Argentina,1980,female,55-74 years,135,2025100
Argentina,1980,female,75+ years,34,470800
Argentina,1980,male,15-24 years,138,2266300
Argentina,1980,male,25-34 years,198,2037200
Argentina,1980,male,35-54 years,447,3086700
Argentina,1980,male,5-14 years,6,2647400
Argentina,1980,male,55-74 years,489,1766100
Argentina,1980,male,75+ years,162,312300
Argentina,1981,female,15-24 years,100,2273000
Argentina,1981,female,25-34 years,78,2049000
Argentina,1981,female,35-54 years,191,3174900
Argentina,1981,female,5-14 years,14,2581800
Argentina,1981,female,55-74 years,129,2083200
Argentina,1981,female,75+ years,27,434400
Argentina,1981,male,15-24 years,171,2334400
Argentina,1981,male,25-34 years,224,2102200
Argentina,1981,male,35-54 years,547,3159800
Argentina,1981,male,5-14 years,12,2657400
Argentina,1981,male,55-74 years,537,1834200
Argentina,1981,male,75+ years,167,311500
Argentina,1982,female,15-24 years,95,2383000
Argentina,1982,female,25-34 years,75,2131000
Argentina,1982,female,35-54 years,124,3341000
